"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","location_type","parent_station","wheelchair_boarding","platform_code"
000000007058,"","Sjælør Boulevard (Vigerslev Allé)",,"55.662477719997","12.523205281172",0,,0,""
000000007060,"","Toftegårds Plads (Vigerslev Allé)",,"55.661590807033","12.515888187792",0,,0,""
000000007061,"","Peder Hjorts Vej (Vigerslev Allé)",,"55.661338721015","12.511507298406",0,,0,""
000000007062,"","Vigerslev Allé Skole (Vigerslev Allé)",,"55.661133371306","12.507687365396",0,,0,""
000000007063,"","Fengersvej (Vigerslev Allé)",,"55.660846277433","12.503891978878",0,,0,""
000000007064,"","Vigerslev Allé St. (Vigerslev Allé)",,"55.660030180679","12.499095066021",0,,0,""
000000007065,"","Gladbovej (Vigerslev Allé)",,"55.659624269135","12.494096367577",0,,0,""
000000007066,"","Vigerslev Kirke (Vigerslev Allé)",,"55.658646671938","12.489905733920",0,,0,""
000000007067,"","Vigerslevvej (Vigerslev Allé)",,"55.654768790991","12.485886713220",0,,0,""
000000007069,"","Hvidovregade (Vigerslev Allé)",,"55.652562439893","12.479361333882",0,,0,""
000000007070,"","Hvidovregade (Vigerslev Allé)",,"55.652540035467","12.479200321858",0,,0,""
000000007071,"","Hvidovre Hospital. Kollegiet (Kettevej)",,"55.645186973114","12.460390744653",0,,0,""
000000007072,"","Nordlundsvej (Kettevej)",,"55.644943210692","12.456283164485",0,,0,""
000000007073,"","Vedbyholm (Kettevej)",,"55.644572132957","12.449986283686",0,,0,""
000000007080,"","Saxogade (Istedgade)",,"55.668754167933","12.551865606613",0,,0,""
000000007081,"","Enghave Plads St. (Istedgade)",,"55.667463378331","12.544891860186",0,,0,""
000000007082,"","Händelsvej (Stubmøllevej)",,"55.648785026064","12.525027325894",0,,0,""
000000007083,"","Spontinisvej (Ellebjergvej)",,"55.650272080161","12.521153861223",0,,0,""
000000007084,"","Valbyhallen (Ellebjergvej)",,"55.650378451468","12.516822265446",0,,0,""
000000007085,"","Gl.Køge Landevej (Folehaven)",,"55.650757943768","12.507029026169",0,,0,""
000000007086,"","Retortvej (Folehaven)",,"55.651295236966","12.501129781406",0,,0,""
000000007087,"","Hestehaven (Folehaven)",,"55.651671274626","12.498666750972",0,,0,""
000000007088,"","Danhaven (Folehaven)",,"55.652572932794","12.491956921230",0,,0,""
000000007089,"","Folehaven (Vigerslevvej)",,"55.653319065945","12.487856906532",0,,0,""
000000007090,"","Vigerslev Allé (Vigerslevvej)",,"55.655773749359","12.485960210241",0,,0,""
000000007093,"","Vigerslevvej (Vigerslev Allé)",,"55.654526685390","12.485547113714",0,,0,""
000000007094,"","Søndervangs Allé (Folehaven)",,"55.652622361600","12.489273821030",0,,0,""
000000007095,"","Danhaven (Folehaven)",,"55.652364490816","12.493592187629",0,,0,""
